150;3474.29;9.80;1847.52;big
150;3520.93;10.00;1780.03;big
150;3616.32;10.00;1876.85;big
150;3620.42;10.00;1800.30;big
150;3726.96;9.80;1930.61;big
150;3478.93;10.50;1720.07;big
151;4053.08;10.40;1666.12;big
151;4122.92;10.10;1575.17;big
151;4147.13;9.90;1708.67;big
151;4241.42;10.50;1607.75;big
151;4231.08;10.10;1792.46;big
151;4302.83;11.20;1699.12;big
151;4332.55;10.80;1775.48;big
152;4254.36;12.70;1487.62;big
152;4338.98;14.70;1514.67;big
152;4344.31;14.90;1419.96;big
152;4407.85;14.60;1493.13;big
152;4449.67;13.40;1392.39;big
152;4493.73;13.50;1448.48;big
152;4591.34;12.20;1464.02;big
153;4047.00;10.43;1065.00;big
153;3916.00;11.32;1077.00;big
154;4938.00;9.85;1240.00;big
154;5009.00;9.50;1344.00;big
155;4776.00;11.75;1322.00;big
155;4781.00;10.50;1425.00;big
156;4854.00;10.40;341.00;big
156;5077.00;10.10;175.00;big
157;5565.00;11.65;162.00;big
157;5475.00;12.55;62.00;big
158;4420.85;9.70;604.21;big
158;4576.00;10.60;522.70;big
158;4684.89;13.10;611.73;big
158;4819.76;9.50;633.65;big
158;5015.88;13.40;558.34;big
159;4630.00;10.43;702.00;big
159;4561.00;10.45;641.00;big
160;4748.00;10.80;777.00;big
160;4699.00;10.38;903.00;big
161;2550.68;12.10;1903.22;small
161;2481.54;10.90;1896.91;small
162;3802.75;11.40;1186.22;big
162;3880.83;18.70;1220.58;big
163;1752.00;9.80;718.00;big
163;1891.00;9.98;912.00;big
164;4610.00;9.70;1191.00;big
164;4651.00;11.15;1112.00;big
165;4413.00;14.32;1057.00;big
165;4540.00;10.48;1044.00;big
